"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validates GET /v2/origination/loans/{loan_id}/logbook/car-details - Negative Test","0","GetLogbookCarDetailsByLoanIdNegative - loan_id with very long string","API_Regression_Suite","2026-03-10","skipped","2026-03-10","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetLogbookCarDetailsByLoanIdNegative"
"","407","UpdateFranchise - latitude = false","API_Regression_Suite","2026-03-10","passed","2026-03-10","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Submit Loan Customer Preferences","355","SubmitLoanPreferencesNegative - upfrontInsurance wrong keyword string false","API_Regression_Suite","2026-03-10","failed","2026-03-10","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates GET /v1/inventory/car with dynamic parameters - Positive Test","1","GetCarList - Validate fields filter works with multiple exclusions","API_Regression_Suite","2026-03-10","skipped","2026-03-10","autochek_api_positive.InventoryService.DynamicResponsePositive","Autochek_API_Automation","autochek_api_positive.InventoryService.DynamicResponsePositive","GetCarList"
"Delete USER_SESSION and PASSWORD_POLICY using stored IDs","1","deleteSystemConfigs - Delete with SQL injection attempt","API_Regression_Suite","2026-03-10","skipped","2026-03-10","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","deleteSystemConfigs"
"","0","PostUserSignUpV2 - Verify signup with userType = dealer","API_Regression_Suite","2026-03-10","skipped","2026-03-10","autochek_api_positive.UserService.UserServiceV2","Autochek_API_Automation","autochek_api_positive.UserService.UserServiceV2","PostUserSignUpV2"
"","411","GetFranchiseByID - decimal number as id","API_Regression_Suite","2026-03-10","passed","2026-03-10","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","GetFranchiseByID"
"","592","UpdateFranchise - account_bvn array","API_Regression_Suite","2026-03-10","passed","2026-03-10","autochek_api_negative.UserService.UserServiceNegative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceNegative","UpdateFranchise"
"Create Inspection for the carID generated in Car Creation","1","PostCreateInspection - Boolean value for country","API_Regression_Suite","2026-03-10","skipped","2026-03-10","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PostCreateInspection"
"Validates GET /v1/inventory/make with dynamic fields filtering","0","GetMakeNegative - Pass field value from unrelated entity","API_Regression_Suite","2026-03-10","skipped","2026-03-10","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetMakeNegative"
